member,item
2902,"whole milk,cat food,tropical fruit,pastry,whole milk,other vegetables,chocolate"
2903,"sausage,tropical fruit,frankfurter,citrus fruit,tropical fruit,bottled beer,other vegetables,soda,butter,other vegetables,sugar,oil"
2904,"specialty chocolate,root vegetables,pip fruit,pastry,tropical fruit,flour,sweet spreads,whipped/sour cream,whipped/sour cream,oil"
2905,"tropical fruit,beef,cream cheese ,frozen vegetables,waffles,brown bread"
2906,"chicken,frankfurter,coffee,whole milk,chicken,dessert,cream cheese ,brown bread,butter,brown bread,bottled beer"
2907,"white wine,root vegetables,ham,margarine,sausage,citrus fruit,domestic eggs,whipped/sour cream,pastry,fruit/vegetable juice,processed cheese,whole milk,candy,sugar,frozen potato products,sugar,domestic eggs"
2908,"canned beer,pip fruit,organic sausage,misc. beverages,yogurt,yogurt,flour,rolls/buns"
2909,"sausage,frozen fish,butter,whole milk,rolls/buns,coffee,whole milk,domestic eggs,ice cream,specialty chocolate,female sanitary products"
2910,"turkey,citrus fruit,whole milk,root vegetables,whole milk,sugar,frozen meals,yogurt,cat food,soda,canned beer,processed cheese,other vegetables,spread cheese,canned fish"
2911,"soda,domestic eggs,other vegetables,butter"
2912,"pip fruit,beef,UHT-milk,whole milk,soda,candles,flower soil/fertilizer,yogurt,newspapers,salty snack,coffee"
2913,"chocolate marshmallow,chicken,ready soups,house keeping products"
2914,"meat,UHT-milk,grapes,yogurt,bottled water,rolls/buns,other vegetables,long life bakery product,domestic eggs"
2915,"beef,citrus fruit,berries,flour"
2916,"pastry,house keeping products,salty snack,semi-finished bread,other vegetables,whole milk,pickled vegetables,frozen vegetables,whole milk,domestic eggs,chocolate marshmallow,whole milk,whole milk,bottled beer,cleaner"
2917,"yogurt,ham,rolls/buns,waffles,processed cheese,hygiene articles"
2918,"whole milk,red/blush wine,grapes,ham,bottled water,bottled beer,sausage,rolls/buns,ham,pork,bottled water,other vegetables,pip fruit,ice cream,bathroom cleaner,pastry,rolls/buns,frozen vegetables,napkins,napkins,waffles"
2919,"pip fruit,rolls/buns,candles,curd"
2920,"whole milk,citrus fruit,beverages,margarine,hard cheese,beef,packaged fruit/vegetables,rolls/buns,root vegetables,canned beer,bottled beer"
2921,"hard cheese,yogurt,specialty chocolate,bottled water,other vegetables,frozen vegetables,other vegetables,specialty fat,cream cheese "
2922,"pip fruit,soda,onions,photo/film,misc. beverages,coffee"
2923,"citrus fruit,sliced cheese,yogurt,napkins,specialty bar"
2924,"rolls/buns,other vegetables,root vegetables,yogurt,frozen dessert,sliced cheese,sliced cheese,newspapers,sugar,shopping bags,rolls/buns"
2925,"tropical fruit,other vegetables,dessert,frozen vegetables,citrus fruit,male cosmetics,female sanitary products,herbs,yogurt,cake bar,pot plants,flour,oil,salt,domestic eggs,chocolate"
2926,"soda,oil,whole milk,yogurt,domestic eggs,oil,specialty bar"
2927,"frozen vegetables,beverages,packaged fruit/vegetables,citrus fruit,fruit/vegetable juice,popcorn,rolls/buns,jam,hygiene articles,house keeping products"
2928,"pork,frankfurter,beef,chocolate,root vegetables,frozen meals,brown bread,frozen fish,frozen fish"
2929,"yogurt,bathroom cleaner,cleaner,pastry"
2930,"other vegetables,whole milk,bottled water,soda,other vegetables,soda,oil,pastry,curd,other vegetables,fruit/vegetable juice,fruit/vegetable juice,newspapers,coffee"
2931,"pip fruit,domestic eggs,seasonal products"
2932,"sausage,sausage,root vegetables,whole milk,whole milk,whole milk,bottled beer,detergent,butter,whole milk,rolls/buns,tropical fruit,rolls/buns,newspapers,cat food,yogurt,waffles"
2933,"tropical fruit,pip fruit,soda,herbs,yogurt,seasonal products,bottled water,sweet spreads"
2934,"root vegetables,bottled beer,tropical fruit,whole milk,whipped/sour cream,UHT-milk,butter milk,fruit/vegetable juice,chocolate"
2935,"other vegetables,whole milk,pastry,rolls/buns,canned beer,whipped/sour cream,bottled water,processed cheese,newspapers,frozen vegetables"
2936,"ham,onions,domestic eggs,newspapers,newspapers"
2937,"photo/film,dessert,whole milk,pork,sausage,rolls/buns,dishes,chewing gum,whole milk,other vegetables,rolls/buns,yogurt,pastry,shopping bags,brown bread,white bread,dishes"
2938,"whole milk,liquor (appetizer),curd,pasta,tropical fruit,butter milk,whipped/sour cream"
2939,"root vegetables,whole milk,tropical fruit,bottled water,bottled water,canned vegetables,bottled water,grapes"
2940,"frankfurter,yogurt,canned beer,detergent,citrus fruit,rolls/buns,whole milk,root vegetables,root vegetables,sliced cheese,butter milk"
2941,"hamburger meat,dessert,other vegetables,rolls/buns,bottled water,whole milk,other vegetables,brown bread,yogurt,berries,beverages,bottled water"
2942,"sausage,pork,citrus fruit,butter,brown bread,waffles,whole milk,cream cheese ,domestic eggs,flower (seeds),waffles,oil"
2943,"sausage,hamburger meat,whole milk,cocoa drinks,pastry,flower (seeds),chocolate marshmallow,canned beer"
2944,"tropical fruit,sausage,beef,yogurt,beverages,dog food,frozen vegetables,long life bakery product,yogurt,cream cheese ,processed cheese,specialty fat,bottled beer,newspapers"
2945,"chicken,citrus fruit,pastry,frozen meals,waffles"
2946,"soda,chicken,frankfurter,onions,rolls/buns,citrus fruit,canned vegetables,cream cheese ,pip fruit,hygiene articles,napkins,white wine,specialty cheese,margarine,white bread,whipped/sour cream,pasta,domestic eggs"
2947,"ham,sausage,tropical fruit,yogurt,bottled water,bottled beer,cream cheese "
2948,"frankfurter,organic sausage,other vegetables,yogurt,whole milk,yogurt,hard cheese,bottled water,shopping bags,detergent"
2949,"pork,bottled water,other vegetables,bottled water,shopping bags"
2950,"frankfurter,coffee,canned beer,liquor,semi-finished bread,whole milk,whole milk,bottled water,other vegetables,whole milk,soda,margarine,shopping bags,roll products ,long life bakery product"
2951,"citrus fruit,curd,whole milk,yogurt,domestic eggs,frozen vegetables,soda"
2952,"frankfurter,citrus fruit,whole milk,canned beer,sugar,hamburger meat,shopping bags,bottled beer,rolls/buns,hygiene articles,skin care,whipped/sour cream,sugar,butter milk,newspapers"
2953,"packaged fruit/vegetables,frozen fruits,rolls/buns"
2954,"sausage,root vegetables,fruit/vegetable juice,brown bread,rolls/buns,soda,fruit/vegetable juice"
2955,"canned beer,tropical fruit,sausage,sausage,hamburger meat,root vegetables,soda,whole milk,sliced cheese,pastry,soda,candles,pastry,newspapers,white bread"
2956,"rolls/buns,rolls/buns,soda,butter milk,other vegetables,bottled water,chocolate,other vegetables,yogurt,cream cheese ,frozen vegetables"
2957,"frankfurter,sausage,photo/film,UHT-milk,candles,shopping bags,bottled water,frozen vegetables,bottled beer,chewing gum,grapes,bottled beer,artif. sweetener,other vegetables,bottled beer,margarine,fruit/vegetable juice,butter,seasonal products"
2958,"rolls/buns,onions,butter,hamburger meat,tropical fruit,softener,bottled water,soda,chocolate,candy"
2960,"citrus fruit,berries,whole milk,finished products,tropical fruit,tropical fruit,rolls/buns,frozen meals,misc. beverages,UHT-milk,other vegetables,whipped/sour cream,salty snack,pastry,other vegetables,pastry,yogurt,rolls/buns,whole milk,canned beer,dishes,shopping bags,berries,fruit/vegetable juice,domestic eggs,frozen vegetables"
2961,"frankfurter,soda,frankfurter,frozen potato products,canned beer,chocolate,spread cheese,pastry,onions,newspapers,white bread,mayonnaise,softener,berries,oil,coffee,shopping bags,canned fruit,abrasive cleaner,domestic eggs"
2962,"bottled water,citrus fruit,root vegetables,soda,tropical fruit,long life bakery product,brown bread,pastry,domestic eggs"
2963,"citrus fruit,frozen vegetables,pickled vegetables,bottled water"
2964,"frankfurter,finished products,ice cream,oil,candy,tropical fruit,hard cheese,tropical fruit,whole milk,male cosmetics,curd,UHT-milk"
2965,"dessert,white bread,newspapers,salty snack,cat food,coffee"
2966,"other vegetables,pork,whole milk,long life bakery product,pudding powder,cream cheese "
2967,"yogurt,whole milk,canned beer,domestic eggs,oil,flower (seeds)"
2968,"soda,shopping bags"
2969,"frozen meals,hygiene articles,packaged fruit/vegetables,frankfurter,other vegetables,canned fish,waffles,processed cheese"
2970,"turkey,other vegetables,meat,other vegetables,rolls/buns,canned fish,chewing gum"
2971,"coffee,rolls/buns,napkins,hamburger meat,fruit/vegetable juice,cocoa drinks,shopping bags"
2972,"whole milk,UHT-milk,canned beer,whole milk,frankfurter,coffee,house keeping products,other vegetables,pip fruit,margarine"
2973,"beverages,yogurt,whole milk,napkins,soda,semi-finished bread,white bread,waffles,domestic eggs,flour,frozen vegetables,sliced cheese"
2974,"herbs,berries,tropical fruit,packaged fruit/vegetables,whipped/sour cream,frozen vegetables,pastry,waffles,bottled water"
2975,"rolls/buns,canned beer,liver loaf,pasta,canned beer,root vegetables,cream cheese ,fruit/vegetable juice,grapes,other vegetables,other vegetables,flower (seeds),fruit/vegetable juice"
2976,"dessert,newspapers,citrus fruit,other vegetables,shopping bags"
2977,"other vegetables,rolls/buns,chicken,other vegetables,chicken,popcorn,UHT-milk,pastry,onions,margarine,processed cheese,waffles"
2978,"ham,chewing gum,sausage,whole milk,chicken,meat,pasta,condensed milk,other vegetables,beverages,hygiene articles,other vegetables,UHT-milk,pot plants,liquor,frozen dessert,whipped/sour cream,sugar,pip fruit"
2979,"sausage,rum,sliced cheese,pip fruit,domestic eggs,ice cream,onions,long life bakery product,whole milk,domestic eggs"
2980,"bottled beer,other vegetables,whole milk,butter milk,bottled beer,shopping bags,cleaner"
2981,"whole milk,onions,UHT-milk,fruit/vegetable juice,chocolate,whole milk,whole milk,canned beer,pickled vegetables"
2982,"canned beer,citrus fruit,frankfurter,rolls/buns,coffee,tropical fruit,soda,yogurt,ice cream,hard cheese,sugar,margarine"
2983,"flour,tropical fruit,soda,specialty chocolate"
2984,"citrus fruit,whole milk,butter,mustard,pickled vegetables,cake bar,canned beer,ice cream,soda,fruit/vegetable juice,pastry"
2985,"citrus fruit,tropical fruit,chicken,whole milk,soda,soda"
2986,"sausage,margarine,other vegetables,chicken,waffles,pork,UHT-milk,whole milk,root vegetables,whole milk,bottled beer,butter,whipped/sour cream,other vegetables,newspapers,soda,bottled water"
2987,"misc. beverages,coffee"
2988,"bottled beer,yogurt"
2989,"whole milk,beef,pet care,citrus fruit,whole milk,herbs,pip fruit,soda,flour,bottled beer,cat food,whole milk"
2990,"whole milk,grapes,beef,frankfurter,chocolate,pastry,turkey,turkey,packaged fruit/vegetables,cream cheese ,rolls/buns,meat spreads,specialty bar,canned beer,brown bread,pastry,curd,kitchen towels,long life bakery product,UHT-milk,rolls/buns,sugar,domestic eggs,long life bakery product"
2991,"whole milk,tropical fruit,butter milk,UHT-milk,root vegetables,root vegetables,salt,whole milk,specialty cheese,soda,shopping bags,waffles"
2992,"pip fruit,pet care,bottled water"
2993,"long life bakery product,onions,yogurt,other vegetables,beef,napkins,domestic eggs,shopping bags,butter milk,napkins,chewing gum,chewing gum,waffles,specialty chocolate,misc. beverages"
2994,"curd,whole milk,curd,yogurt,rolls/buns,long life bakery product"
2995,"dessert,shopping bags,specialty chocolate,flour,bottled water"
2996,"frankfurter,berries,domestic eggs,coffee,bottled beer,whipped/sour cream,dishes,UHT-milk,other vegetables,butter milk,candy,house keeping products,hygiene articles,newspapers"
2997,"citrus fruit,canned beer,other vegetables,fish,shopping bags,tropical fruit,frankfurter,yogurt,brown bread,soda,soda,specialty chocolate,rubbing alcohol,domestic eggs,whole milk,bottled water"
2998,"canned beer,grapes,yogurt,semi-finished bread,salty snack"
2999,"beef,sausage,margarine,canned beer,butter milk,whole milk,white bread,meat spreads"
3000,"fruit/vegetable juice,cat food"
3001,"whole milk,sausage,chicken,bottled water"
3002,"tropical fruit,chicken,citrus fruit,sausage,whole milk,frozen meals,snack products,white bread,coffee,grapes,newspapers,seasonal products,light bulbs,hygiene articles,yogurt,soups,seasonal products"
3003,"citrus fruit,seasonal products,processed cheese,shopping bags,whole milk,newspapers"
3004,"whole milk,domestic eggs,liquor (appetizer),soda"
3005,"citrus fruit,tropical fruit,brown bread,specialty chocolate,beverages,fruit/vegetable juice,semi-finished bread,newspapers,coffee,frozen meals,margarine"
3006,"chicken,other vegetables,pork,margarine,frozen fish,waffles,brown bread"
3007,"canned beer,rolls/buns,frozen dessert,yogurt"
3008,"butter,root vegetables,other vegetables,pip fruit,coffee"
3009,"sausage,sausage,canned beer,frankfurter,yogurt,canned beer,brown bread,frozen vegetables,tropical fruit,detergent,misc. beverages,semi-finished bread,UHT-milk,flour"
3010,"fruit/vegetable juice,root vegetables,pork,root vegetables,rolls/buns,root vegetables,sliced cheese,shopping bags,other vegetables,root vegetables,hygiene articles"
3011,"finished products,other vegetables,sugar,pickled vegetables,whipped/sour cream,rolls/buns,rolls/buns,bottled water,frozen vegetables,salty snack,frozen meals"
3012,"nuts/prunes,pork,whole milk,onions,brown bread,whole milk"
3013,"bottled beer,sauces,whole milk,UHT-milk,other vegetables,root vegetables,ice cream,rice,brown bread,domestic eggs,hygiene articles,soap,pastry"
3014,"curd cheese,ham,sausage,whipped/sour cream,sausage,root vegetables,chocolate,tropical fruit,bottled water,margarine,newspapers,berries,napkins,whipped/sour cream,pastry,root vegetables,cream cheese "
3015,"bottled water,sausage,root vegetables,ham,root vegetables,white bread,other vegetables,bottled water,coffee,margarine"
3016,"frankfurter,other vegetables,long life bakery product,pastry,whipped/sour cream,sugar,dish cleaner"
3017,"curd,hamburger meat,frozen meals,tropical fruit,soft cheese,whole milk"
3018,"rolls/buns,canned beer,tropical fruit,root vegetables,soda,packaged fruit/vegetables"
3019,"butter milk,dishes,soda,brown bread,rolls/buns"
3020,"condensed milk,rolls/buns,other vegetables,fruit/vegetable juice,white wine,bottled beer,pot plants,specialty fat"
3021,"frankfurter,other vegetables,chicken,root vegetables,sliced cheese,soda,soups,onions,fruit/vegetable juice,bottled water"
3022,"butter,chicken,beef,whole milk,canned fish,rolls/buns,whipped/sour cream,yogurt,cream cheese "
3023,"rolls/buns,onions,root vegetables,beef,bottled beer,hamburger meat,yogurt,liquor,pickled vegetables"
3024,"UHT-milk,tropical fruit,roll products ,detergent,salt"
3025,"misc. beverages,citrus fruit,turkey,sausage,hamburger meat,tea,bottled beer,herbs,herbs,cat food,white bread"
3026,"soda,citrus fruit,whole milk,butter milk,tropical fruit,domestic eggs,soda,candy,semi-finished bread,bottled water,chewing gum,semi-finished bread,candy,artif. sweetener,ice cream"
3027,"sausage,whipped/sour cream,other vegetables,fruit/vegetable juice,red/blush wine,root vegetables,frozen vegetables,berries,baking powder"
3028,"sausage,citrus fruit,long life bakery product,frankfurter,chicken,white bread,beef,yogurt,other vegetables,whole milk,whole milk,butter,napkins,margarine,cake bar"
3029,"long life bakery product,other vegetables,butter milk,shopping bags,vinegar,dog food"
3030,"curd,citrus fruit,other vegetables,rolls/buns,whole milk,pastry,whole milk,packaged fruit/vegetables,red/blush wine,dish cleaner"
3031,"tropical fruit,pip fruit,frankfurter,beef,whole milk,fruit/vegetable juice,bottled beer,whole milk,whipped/sour cream,other vegetables,brown bread,specialty bar,soda,bottled beer,chocolate"
3032,"bottled water,frankfurter,UHT-milk,domestic eggs"
3033,"rolls/buns,other vegetables,tropical fruit,napkins,whole milk,hard cheese,ice cream,nut snack"
3034,"condensed milk,whipped/sour cream,bottled water,sausage,beef,other vegetables,other vegetables,pastry,pip fruit,soap"
3035,"sausage,yogurt,pastry,citrus fruit,misc. beverages,pastry,bottled beer,candles,rolls/buns,curd,male cosmetics,whole milk,baking powder"
